nct,titulo,sponsor,estado_ct,fase,tipo_estudio,fecha_inicio,fecha_fin
NCT07597928,A Study to Learn How Different Forms of the Study Medicine Called PF-08049820 Are Absorbed and Eliminated in Healthy Adults,Pfizer,RECRUITING,PHASE1,INTERVENTIONAL,2026-05-13,2026-09-25
NCT07215078,Study About Whether Atirmociclib/PF-07220060 Proportionally Increases Exposure as Dose Increases in Healthy Participants,Pfizer,RECRUITING,PHASE1,INTERVENTIONAL,2025-10-08,2026-06-26
NCT07153159,A Study to Learn How the Study Medicine Called Etrasimod is Taken up Into Blood and Breastmilk of Healthy Breastfeeding Women,Pfizer,RECRUITING,PHASE1,INTERVENTIONAL,2025-08-07,2026-10-12
NCT07269301,A Study to Learn How the Body Processes the Study Medicine PF-07328948 in People With and Without Reduced Liver Function,Pfizer,RECRUITING,PHASE1,INTERVENTIONAL,2025-12-22,2027-02-23
NCT06294925,A Study to Learn About the Effectiveness of Etrasimod in People With Ulcerative Colitis,Pfizer,RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2024-05-08,2026-06-30
NCT00734591,Follow-Up Study for Exubera,Pfizer,COMPLETED,OBSERVATIONAL,OBSERVATIONAL,2008-08,2012-01
NCT01968980,A 52 Week Study To Assess The Use Of Bococizumab (PF-04950615; RN316) In Subjects With Heterozygous Familial Hypercholesterolemia,Pfizer,COMPLETED,PHASE3,INTERVENTIONAL,2013-10-23,2016-04-15
NCT00141388,To Evaluate the Long-Term Safety and Efficacy of Pregabalin in Patients With Partial Seizures,Pfizer,COMPLETED,PHASE3,INTERVENTIONAL,1998-07,2005-10
NCT06085924,A Study to Learn About Effects of Living With COVID-19 and the Use of the Medicines Nirmatrelvir-Ritonavir in Treating COVID-19.,Pfizer,COMPLETED,OBSERVATIONAL,OBSERVATIONAL,2023-11-07,2025-02-28
NCT01146327,A Multiple Dose Study Of PF-04620110 In Healthy Overweight Or Obese Subjects,Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2010-06,2011-01
NCT00150254,"12 Week Evaluation of the Safety and Efficacy of 4 Dosing Strategies of CP-526,555 and Placebo for Smoking Cessation.",Pfizer,COMPLETED,PHASE2,INTERVENTIONAL,2001-09,2002-10
NCT00161668,Study Evaluating Mylotarg (Gemtuzumab Ozogamicin) in Usual Care,Wyeth is now a wholly owned subsidiary of Pfizer,COMPLETED,OBSERVATIONAL,OBSERVATIONAL,2001-10,
NCT01046903,An Observational Study On The Safety And Tolerability Of Prolonged Thrombosis Prophylaxis With Fragmin®,Pfizer,COMPLETED,OBSERVATIONAL,OBSERVATIONAL,2010-03,2011-02
NCT06897683,A Study to Learn if the Study Medicine Called Carbamazepine Changes How the Body Processes PF-07220060,Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2025-03-21,2025-06-12
NCT00706225,Study Evaluating Potential Drug Interaction Of Bazedoxifene & Premarin In Healthy Postmenopausal Women,Wyeth is now a wholly owned subsidiary of Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2008-06,2008-07
NCT00072774,Study Evaluating DVS-233 SR In Adult Outpatients With Major Depressive Disorder,Wyeth is now a wholly owned subsidiary of Pfizer,COMPLETED,PHASE3,INTERVENTIONAL,,2004-11
NCT02133742,"A Dose Finding Study To Evaluate Safety, Drug Interaction, Tumor Markers Of Axitinib In Combination With MK-3475 In Adult Patients With Previously Untreated Advanced Renal Cell Cancer",Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2014-09-16,2019-07-03
NCT01932372,Tofacitinib (Xeljanz) Special Investigation for Rheumatoid Arthritis,Pfizer,COMPLETED,OBSERVATIONAL,OBSERVATIONAL,2013-07-26,2021-08-24
NCT00782600,"Study of Controlled Release Formulations of CE-224,535 Against the Immediate Release Formulation in Normal Volunteers",Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2008-07,2008-08
NCT00982267,A Trial Of SU14813 In Patients With Advanced Solid Malignancies,Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2003-12,2011-06
NCT00195195,Study Evaluating Rapamune in Transplant Recipients in the Nordic Countries,Wyeth is now a wholly owned subsidiary of Pfizer,COMPLETED,OBSERVATIONAL,OBSERVATIONAL,2005-01,2008-06
NCT01309542,Long-Term Safety Of DVS-233 SR In Patients With Major Depressive Disorder,Pfizer,COMPLETED,PHASE3,INTERVENTIONAL,2003-08,2006-03
NCT01258751,This Study Will Evaluate The Relationship Between Plasma Drug Levels And Receptor Binding In Brain Using PET (Positron Emission Tomography) In Healthy Volunteers,Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2010-12,2011-05
NCT00561951,"Dose-Finding Study To Evaluate The Efficacy, Tolerability And Safety Of Fesoterodine In Comparison To Placebo For Overactive Bladder.",Pfizer,COMPLETED,PHASE2,INTERVENTIONAL,2007-11,2009-01
NCT04609566,Brentuximab Vedotin With Pembrolizumab in Metastatic Solid Tumors,"Seagen, a wholly owned subsidiary of Pfizer",COMPLETED,PHASE2,INTERVENTIONAL,2021-01-26,2026-02-03
NCT03769194,"Immunogenicity and Safety Study of a Vaccine Against Lyme Borreliosis, in Healthy Adults Aged 18 to 65 Years. Randomized, Controlled, Observer-blind Phase 2 Study.",Pfizer,COMPLETED,PHASE2,INTERVENTIONAL,2018-12-17,2020-10-02
NCT05554237,A Study to Learn About the Study Medicine Called CTB+AVP in Healthy Adult People.,Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2022-10-07,2023-06-23
NCT00383253,Methods Study to Characterize Early Indicators of Weight Loss in People,Pfizer,COMPLETED,NA,INTERVENTIONAL,2006-10,2008-03
NCT00087737,Study Evaluating DVS-233 SR and Venlafaxine ER in Adult Outpatients With Major Depressive Disorder,Wyeth is now a wholly owned subsidiary of Pfizer,COMPLETED,PHASE3,INTERVENTIONAL,,2005-05
NCT03356977,A Study of Crisaborole Ointment 2% in Children Aged 3-24 Months With Mild to Moderate Atopic Dermatitis,Pfizer,COMPLETED,PHASE4,INTERVENTIONAL,2018-01-16,2019-04-12
NCT00161928,"Study of NeisVac-C Vaccine to Evaluate Immunological Interference With Hepatitis B, Inactivated Polio and Acellular Pertussis Vaccines in Healthy Infants",Pfizer,COMPLETED,PHASE3,INTERVENTIONAL,2002-04,2003-01
NCT04459767,"Investigation Of Safety, Tolerability, Pharmacokinetics And Pharmacodynamics Of Single Doses Of Vupanorsen In Japanese Healthy Adult Participants With Elevated Triglycerides",Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2020-08-06,2020-12-15
NCT00364182,Study Comparing On-Demand Treatment With Two Prophylaxis Regimens Of BeneFIX In Patients With Severe Hemophilia B,Pfizer,COMPLETED,PHASE3,INTERVENTIONAL,2007-05,2010-10
NCT00150241,"A Seven-Week Dose-Ranging Study of CP-526,555 Compared With Placebo and Zyban for Smoking Cessation",Pfizer,COMPLETED,PHASE2,INTERVENTIONAL,2000-02,2002-01
NCT03918629,Clostridium Difficile Vaccine 2-Dose Versus 3-Dose Study,Pfizer,COMPLETED,PHASE3,INTERVENTIONAL,2019-04-01,2020-12-22
NCT01044537,"A Trial To Assess The Safety, Tolerability, Pharmacokinetics, And Pharmacodynamics Of Single Doses Of PF-04937319 In Subjects With Type 2 Diabetes Mellitus",Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2010-02,2010-05
NCT00945672,A Multiple Dose Study of PF-04360365 In Patients With Mild to Moderate Alzheimer's Disease,Pfizer,COMPLETED,PHASE2,INTERVENTIONAL,2009-08-06,2011-06-01
NCT01350141,A Multiple Dose Study Of PF-04950615 (RN316) In Subjects On Maximum Doses Of Statins,Pfizer,COMPLETED,PHASE2,INTERVENTIONAL,2011-06,2012-06
NCT06670170,A Study to Learn How Different Forms of the Study Medicine Called PF-07976016 Are Taken Up Into the Blood in Healthy Adults,Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2024-11-05,2025-01-17
NCT04798586,MAGNETISMM-2: Study of Elranatamab (PF-06863135) in Japanese Participants With Multiple Myeloma,Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2021-03-22,2023-05-17
NCT04909853,Renal Impairment Study of PF-07321332 Boosted With Ritonavir in Adult Participants With Renal Impairment and in Healthy Participants With Normal Renal Function.,Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2021-06-15,2021-10-07
NCT02070939,Study To Evaluate Safety And Tolerability Of Single And Multiple Ascending Doses Of PF- 06260414 In Healthy Western And Japanese Male Subjects,Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2014-02,2015-03
NCT01432366,Correlation Between Beliefs About Medicine and Objective Measures of Efficacy and Safety in Rheumatoid Arthritis (RA),Pfizer,COMPLETED,OBSERVATIONAL,OBSERVATIONAL,2010-10,2015-01
NCT06392230,A Study to Learn How the Medicine Called [14C] PF-06821497 is Taken up Into and Removed From the Body.,Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2024-08-30,2024-11-11
NCT01217918,Multiple Oral Doses Of PH-797804 In Healthy Japanese Adult Subjects,Pfizer,COMPLETED,PHASE1,INTERVENTIONAL,2010-10,2011-02
NCT01039688,"Comparing The Effectiveness And Safety Of 2 Doses Of An Experimental Drug, CP-690,550, To Methotrexate (MTX) In Patients With Rheumatoid Arthritis Who Have Not Previously Received MTX",Pfizer,COMPLETED,PHASE3,INTERVENTIONAL,2010-01,2013-03
NCT06072196,A Study to Learn About Novel Hormonal Therapies in People With Metastatic Castration-Sensitive Prostate Cancer (mCSPC),Pfizer,COMPLETED,OBSERVATIONAL,OBSERVATIONAL,2023-10-04,2024-12-18
NCT00141362,Evaluate Long-Term Safety and Efficacy of Pregabalin in Patients With Chronic Neuropathic Pain.,Pfizer,COMPLETED,PHASE3,INTERVENTIONAL,2001-10,2005-08
NCT04707313,A Study to Evaluate the Efficacy and Safety of PF-06882961 in Adults With Obesity,Pfizer,COMPLETED,PHASE2,INTERVENTIONAL,2021-01-29,2023-10-11
NCT00150423,To Evaluate the Safety and Efficacy of Pregabalin in Patients With Painful Diabetic Peripheral Neuropathy.,Pfizer,COMPLETED,PHASE3,INTERVENTIONAL,2001-01,2005-07
NCT04657991,"A Clinical Trial of Three Study Medicines (Encorafenib, Binimetinib, and Pembrolizumab) in Patients With Advanced or Metastatic Melanoma",Pfizer,ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,2021-01-15,2026-08-31
NCT06157892,A Study of Disitamab Vedotin With Other Anticancer Drugs in Solid Tumors,"Seagen, a wholly owned subsidiary of Pfizer",ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,2024-05-20,2029-07-28
NCT05654623,"A Study to Learn About a New Medicine Called Vepdegestrant (ARV-471, PF-07850327) in People Who Have Advanced Metastatic Breast Cancer",Pfizer,ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,2023-03-03,2028-05-15
NCT07552779,A Study of How Ibuzatrelvir is Taken up Into the Blood of Healthy Adults After Taking Different Tablets of Ibuzatrelvir,Pfizer,ACTIVE_NOT_RECRUITING,PHASE1,INTERVENTIONAL,2026-04-13,2026-06-29
NCT05262400,A Study to Learn About the Study Medicine (Called PF-07220060 in Combination With PF-07104091) In Participants With Breast Cancer and Solid Tumors,Pfizer,ACTIVE_NOT_RECRUITING,PHASE1,INTERVENTIONAL,2022-03-14,2026-08-23
NCT06012435,A Study of SGN-B6A Versus Docetaxel in Previously Treated Non-small Cell Lung Cancer,"Seagen, a wholly owned subsidiary of Pfizer",ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,2024-02-21,2028-05-17
NCT06479954,Non Interventional Study to Investigate the Safety and Effectiveness in Patients With Relapsed and Refractory Multiple Myeloma Treated With Elranatamab Under the Actual Use.,Pfizer,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2024-07-30,2027-02-25
NCT06072183,A 104-Week Study of Ritlecitinib Oral Capsules in Adults With Nonsegmental Vitiligo (Active and Stable) Tranquillo 2,Pfizer,ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,2023-11-08,2027-07-30
NCT06003231,A Study of Disitamab Vedotin in Previously Treated Solid Tumors That Express HER2,"Seagen, a wholly owned subsidiary of Pfizer",ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,2023-11-14,2028-05-31
NCT07226531,Utilization and Effectiveness of Ritlecitinib in a Real-World Population With Severe AA in the US,Pfizer,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2025-12-22,2026-05-29
NCT04821622,Study of Talazoparib With Enzalutamide in Men With DDR Gene Mutated mCSPC,Pfizer,ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,2021-05-12,2027-08-28
NCT07587697,A Study to Compare the Amount of Two Forms of Tafamidis in the Blood of Healthy Adults Under Fasting Conditions,Pfizer,ACTIVE_NOT_RECRUITING,PHASE1,INTERVENTIONAL,2026-05-11,2026-08-03
NCT05160922,Crizotinib Continuation Clinical Study,Pfizer,ACTIVE_NOT_RECRUITING,PHASE4,INTERVENTIONAL,2021-12-27,2028-03-21
NCT07122661,STudy of Real World vaccinE Effectiveness of maTernal RSVpreF vaccinatiON Against Respiratory Syncytial Virus (RSV) in Hospitalised Infants in Australia (STREETON),Pfizer,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2025-08-11,2027-04-30
NCT07508241,A Study to Learn About the Effect of Study Medicine Called PF-08653944 on How Quickly the Stomach Empties Its Content in Healthy Adults With Overweight or Obesity,Pfizer,ACTIVE_NOT_RECRUITING,PHASE1,INTERVENTIONAL,2026-03-31,2027-01-27
NCT06546800,SPECIAL INVESTIGATION FOR ABRYSVO IN INDIVIDUALS AGED 60 YEARS OR OLDER,Pfizer,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2025-05-27,2027-10-28
NCT05035212,"Study to Evaluate the Efficacy, Immunogenicity, and Safety of RSVpreF in Adults.",Pfizer,ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,2021-08-31,2027-01-18
NCT07494656,A Retrospective Observational Study of Epidemiology and Outcomes in Transthyretin Amyloid Cardiomyopathy in Germany,Pfizer,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2026-04-02,2026-06-30
NCT07284173,A Study to Learn if a Medicine That Reduces Stomach Acid Affects the Blood Level of Study Medicine PF-08049820 in Healthy Chinese Adults.,Pfizer,ACTIVE_NOT_RECRUITING,PHASE1,INTERVENTIONAL,2025-11-03,2025-12-15
NCT04767594,First-line Palbociclib and Endocrine Therapy for Patients With HR+/HER2- Advanced Breast Cancer in the Real-world Setting.,Pfizer,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2020-10-27,2028-04-30
NCT03485209,Efficacy and Safety Study of Tisotumab Vedotin for Patients With Solid Tumors,"Seagen, a wholly owned subsidiary of Pfizer",ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,2018-06-25,2027-03-31
NCT05602766,Ngenla Subcutaneous Injection Special Investigation,Pfizer,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2023-02-06,2029-04-06
NCT07161687,A Study to Learn About the Study Medicine -Hympavzi in Congenital Hemophilia Patients Without Inhibitors in Japan.,Pfizer,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2025-10-30,2030-04-11
NCT05387980,A Study to Learn About the Study Medicine (CIBINQO) in People With Atopic Dermatitis.,Pfizer,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2022-04-19,2028-11-01
NCT06973720,A Phase 2b Study to Evaluate the Efficacy and Safety of Once-Monthly MET097 in Adults With Obesity or Overweight,Pfizer,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,2025-04-07,2026-10-16
NCT00333307,Evaluation of the Safety of Relaxin in Preeclampsia,"Corthera, Inc.(formerly BAS Medical, Inc.), a member of the Novartis group of companies",SUSPENDED,PHASE1,INTERVENTIONAL,2006-10,
NCT01299701,"A Single Center Study to Characterize the Absorption, Distribution, Metabolism and Excretion (ADME) of ASA404 After a Single Infusion in Patients With Solid Tumors",Novartis Pharmaceuticals,TERMINATED,PHASE1,INTERVENTIONAL,2008-12,2009-07
NCT03354754,"LYS228 PK, Clinical Response, Safety and Tolerability in Patients With Complicated Intra-abdominal Infection (cIAI)",Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2018-05-15,2018-09-24
NCT05266495,Effectiveness of Brolucizumab in Pre-treated Patients With nAMD in the Real-world Setting,Novartis Pharmaceuticals,TERMINATED,OBSERVATIONAL,OBSERVATIONAL,2022-04-13,2023-03-13
NCT03629249,Systemic Corticosteroids Avoidance Study in Severe Asthma Patients,Novartis Pharmaceuticals,TERMINATED,PHASE3,INTERVENTIONAL,2018-12-13,2020-02-06
NCT05764265,Extension Study of Efficacy and Safety of LTP001 in Pulmonary Arterial Hypertension Participants,Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2023-03-27,2024-05-14
NCT03968419,This Study Will Evaluate the Effect of Canakinumab or Pembrolizumab Given as Monotherapy or in Combination as Neo-adjuvant Treatment for Subjects With Early Stages NSCLC.,Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2019-11-05,2022-08-15
NCT02002689,LDE225 for Patients With PTCH1 or SMO Mutated Tumors,Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2014-02,2015-03
NCT01095250,Safety and Efficacy of AIN457 in Patients With Active Non-infectious Uveitis,Novartis Pharmaceuticals,TERMINATED,PHASE3,INTERVENTIONAL,2010-04,2010-10
NCT03876028,Study of Tisagenlecleucel in Combination With Ibrutinib in r/r Diffuse Large B-cell Lymphoma Patients,Novartis Pharmaceuticals,TERMINATED,PHASE1,INTERVENTIONAL,2019-06-11,2021-11-01
NCT05086744,"Basket Study to Assess Efficacy, Safety and PK of Iptacopan (LNP023) in Autoimmune Benign Hematological Disorders",Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2021-12-21,2024-05-17
NCT02335944,Study of Safety and Efficacy of EGFR-TKI EGF816 in Combination With cMET Inhibitor INC280 in Adult Patients With EGFR Mutated Non Small Cell Lung Cancer.,Novartis Pharmaceuticals,TERMINATED,PHASE1,INTERVENTIONAL,2015-01-13,2020-11-10
NCT03176264,PDR001 in Combination With Bevacizumab and mFOLFOX6 as First Line Therapy in Patients With Metastatic MSS Colorectal Cancer,Novartis Pharmaceuticals,TERMINATED,PHASE1,INTERVENTIONAL,2017-09-25,2018-01-30
NCT04237649,"KAZ954 Alone and With PDR001, NZV930 and NIR178 in Advanced Solid Tumors",Novartis Pharmaceuticals,TERMINATED,EARLY_PHASE1,INTERVENTIONAL,2020-02-20,2023-09-15
NCT00251433,GW572016 With Docetaxel and Trastuzumab for the Treatment Of Untreated ErbB2 Over-Expressing Metastatic Breast Cancer,Novartis Pharmaceuticals,TERMINATED,PHASE1,INTERVENTIONAL,2005-09-26,2022-06-22
NCT00125346,Tobramycin Inhalation Powder (TIP) in Cystic Fibrosis Subjects,Novartis,TERMINATED,PHASE3,INTERVENTIONAL,2005-09,2007-02
NCT01375179,Efficacy & Safety in Moderately Active Refractory Ulcerative Colitis Patients,Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2010-12,2012-05
NCT02947152,"HKT288 in Solid Tumors, Including Epithelial Ovarian Cancer and Renal Cell Carcinoma",Novartis Pharmaceuticals,TERMINATED,PHASE1,INTERVENTIONAL,2016-12-01,2017-09-14
NCT03297294,Safety and Efficacy of EMA401 in Patients With Painful Diabetic Neuropathy (PDN),Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2018-03-14,2019-03-25
NCT01374451,Efficacy of Everolimus Alone or in Combination With Pasireotide LAR in Advanced PNET,Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2011-06,2015-02
NCT00427583,Imatinib Mesylate Treatment of Patients With Malignant Peripheral Nerve Sheath Tumors,Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2006-05,
NCT04795466,Study of the Efficacy and Safety of Various Anti-inflammatory Agents in Participants With Mild Cognitive Impairment or Mild Alzheimer's Disease,Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2021-10-28,2024-03-07
NCT04702425,"VOB560-MIK665 Combination First in Human Trial in Patients With Hematological Malignancies (Relapsed/Refractory Non-Hodgkin Lymphoma, Relapsed/Refractory Acute Myeloid Leukemia, or Relapsed/Refractory Multiple Myeloma)",Novartis Pharmaceuticals,TERMINATED,PHASE1,INTERVENTIONAL,2021-06-23,2024-07-23
NCT02720510,"A Trial Evaluating Efficacy & Safety of RVD +/- Panobinostat in Transplant Eligible, Newly Diagnosed Multiple Myeloma (NDMM)",Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2016-06-14,2017-05-22
NCT01090310,Safety and Efficacy of AIN457 in Patients With Quiescent Non-infectious Uveitis,Novartis Pharmaceuticals,TERMINATED,PHASE3,INTERVENTIONAL,2010-08,2011-07
NCT02608268,Phase I-Ib/II Study of MBG453 as Single Agent and in Combination With PDR001 in Patients With Advanced Malignancies,Novartis Pharmaceuticals,TERMINATED,PHASE1,INTERVENTIONAL,2015-11-23,2022-08-30
NCT01299415,"Safety and Pharmacokinetics of ASA404 When Given Together With Fluvoxamine, a Selective Serotonin Receptor Reuptake Inhibitor and CYP1A2 Inhibitor",Novartis Pharmaceuticals,TERMINATED,PHASE1,INTERVENTIONAL,2009-08,
NCT00142974,Assessment of the Effect of Tegaserod (2 mg Tid and 6 mg Tid) on Dyspeptic Symptoms in Diabetic Patients With Symptoms of Diabetic Gastropathy,Novartis,TERMINATED,PHASE2,INTERVENTIONAL,2004-05,2005-04
NCT00658333,A Study Designed to Compare the Tolerability of an Increased Dose of Enteric-coated Mycophenolate Acid (MPA) in Renal Transplant Patients Whose Dose of Mycophenolate Mofetil (MMF) Was Reduced Due to Gastrointestinal Symptoms,Novartis Pharmaceuticals,TERMINATED,PHASE4,INTERVENTIONAL,2008-03,2009-03
NCT02974725,A Phase Ib Study of LXH254-centric Combinations in NSCLC or Melanoma,Novartis Pharmaceuticals,TERMINATED,PHASE1,INTERVENTIONAL,2017-02-24,2024-04-24
NCT00968968,Continued HER2 Suppression With Lapatinib Plus Trastuzumab Versus Trastuzumab Alone,Novartis Pharmaceuticals,TERMINATED,PHASE3,INTERVENTIONAL,2010-01-20,2018-03-30
NCT00108108,Dose-finding Trial of HCD122 in Patients With Chronic Lymphocytic Leukemia (CLL) That is Relapsed or Non-responsive to Prior Fludaribine Therapy,Novartis Pharmaceuticals,TERMINATED,PHASE1,INTERVENTIONAL,2005-04,2008-06
NCT01379521,Safety and Efficacy of RAD001 + TACE in Localized Unresectable HCC,Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2011-06,2015-06
NCT01562041,Evaluation of Exercise Treadmill Test (ETT) Indices in Participants With Cardiovascular Disease,Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2012-03-09,2014-01-02
NCT04427072,Study of Capmatinib Efficacy in Comparison With Docetaxel in Previously Treated Participants With Non-small Cell Lung Cancer Harboring MET Exon 14 Skipping Mutation,Novartis Pharmaceuticals,TERMINATED,PHASE3,INTERVENTIONAL,2020-09-25,2023-11-06
NCT02987660,Comparison of Topography Guided LASIK With WaveLight® EX500 to SMILE With Zeiss VisuMax,"Alcon, a Novartis Company",TERMINATED,NA,INTERVENTIONAL,2017-03-03,2017-07-26
NCT01688882,"Safety, Efficacy and PK/PD of QGE031 vs. Placebo in Patients With Active Bullous Pemphigoid Despite Oral Steroid Treatment",Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2013-01,2015-03
NCT02235740,"A Study Conducted in Subjects With Relapsed/Refractory Multiple Myeloma (MM); to Determine Dose of Afuresertib in Combination With Carfilzomib (Part 1) and to Investigate the Safety, Pharmacokinetic and Clinical Activity of the Combination Compared With Carfilzomib Alone (Part 2)",Novartis,TERMINATED,PHASE1,INTERVENTIONAL,2014-11,2015-10
NCT03333694,"Safety, Tolerability, and Efficacy Study of CLL442 in Patients With Cutaneous Squamous Cell Carcinoma in Situ (SCCis)",Novartis Pharmaceuticals,TERMINATED,PHASE1,INTERVENTIONAL,2017-12-15,2018-11-01
NCT01915303,Study of the Efficacy and Safety of Pasireotide s.c. +/- Cabergoline in Patients With Cushing's Disease,Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2014-03-06,2019-09-04
NCT01156415,Open-label Long Term (52 Weeks) Safety and Tolerability of Agomelatine Sublingual Tablets in Major Depressive Disorder (MDD),Novartis Pharmaceuticals,TERMINATED,PHASE3,INTERVENTIONAL,2010-06,2011-10
NCT04268823,Clinical Study to Assess the Mode of Action of QBW251 in Patients With Chronic Obstructive Pulmonary Disease (COPD),Novartis Pharmaceuticals,TERMINATED,PHASE2,INTERVENTIONAL,2020-09-10,2022-09-20
NCT00171119,"A Study in Patients With Diabetes Mellitus Type II of the Effect on Albuminuria of 24 Week Treatment With Valsartan, Benazepril, and Valsartan+Benazepril",Novartis Pharmaceuticals,TERMINATED,PHASE4,INTERVENTIONAL,2004-01,
NCT00757757,A Phase I/II Open-label Study of MCS110 in Patients With Prostate Cancer and Bone Metastases,Novartis Pharmaceuticals,TERMINATED,PHASE1,INTERVENTIONAL,2008-09,2009-08
